BCC_Name,B2_Name,Misfit,a_BCC,a_B2,B2_Formation_Energy,B2_VEC,B2_delta_r,B2_chi_avg,B2_delta_chi,B2_Hmix,BCC_Mo,BCC_Ta,BCC_V,BCC_Nb,B2_Name.1,B2_Ru,B2_Hf,B2_Ti,B2_Zr,B2_Al,B2_Mo,B2_Nb,B2_Ta,B2_W,B2_V,B2_Cr,B2_Cu,B2_Si,BCC_formation_energy_per_atom_from_BCC,BCC_formation_energy_eV_per_atom_calc,DeltaE_B2_minus_BCC_eV_per_atom,lattice_misfit_delta,S_conf_eV_per_K,Ts_star_K_simple,S_conf_eV_per_K_fixed,lattice_misfit_delta_fixed,DeltaE_B2_minus_BCC_eV_per_atom_fixed,Ts_star_K_simple_fixed,DeltaS_Exact_eV_K,DeltaH_eV,Term_Thermo_Ratio,T_Base_K,Misfit_Abs,Ts_Target_K,Ts_Target_C,Misfit_Sq,Misfit_Cub,Strain_Energy_Term,Predicted_Solvus_K,Predicted_Solvus_C
Ta25-V75,B2_TERN_SOL_095_Ru_Ti75_W25,0.002701794,3.07386981,3.082186007,-0.789613358,6.25,0.043312835,1.9684,0.339059641,-9.04,0.0,0.25,0.75,0.0,B2_TERN_SOL_095_Ru_Ti75_W25,0.5,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.054791781,0.054791781,,0.0027017938911581,0.0001182645880076,,8.39599492769963e-05,0.0027017938911581,-0.844405139,-10057.237364617533,4.8458293461967755e-05,0.844405139,17425.399837134733,1953.9247844493386,0.0027017938911581,1899.8889066261765,1626.7389066261767,7.299690230299227e-06,1.9722258471568916e-08,0.1506386153699026,1899.8889958902662,1626.7389958902663
Ta75-V25,B2_MULTI_160_A_Ru75_Al25_B_HfTi,-0.016099614,3.23816412,3.186447237,-0.900034303,5.375,0.065459775,1.7392,0.375280375,-13.148,0.0,0.75,0.25,0.0,B2_MULTI_160_A_Ru75_Al25_B_HfTi,0.375,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057672619,0.057672619,,-0.0160996144750923,0.0001286075265537,,0.00011382535055,-0.0160996144750923,-0.957706922,-8413.828003800325,4.8458293461967755e-05,0.957706922,19763.529699031835,2216.1012583966394,0.0160996144750923,1894.1089688947934,1620.9589688947935,0.0002591975862466015,4.172981211444771e-06,5.348879783602603,1894.108965853922,1620.958965853922
Nb25-Mo75,B2_MULTI_160_A_Ru75_Al25_B_HfTi,-0.00145028,3.19107183,3.186447237,-0.900034303,5.375,0.065459775,1.7392,0.375280375,-13.148,0.75,0.0,0.0,0.25,B2_MULTI_160_A_Ru75_Al25_B_HfTi,0.375,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070457653,-0.070457653,,-0.0014502796311279,0.0001264991979079,,0.00011382535055,-0.0014502796311279,-0.82957665,-7288.153702066342,4.8458293461967755e-05,0.82957665,17119.394653282394,1919.6121650266914,0.0014502796311279,1890.6065724041334,1617.4565724041336,2.1033110084644777e-06,3.0503891135031143e-09,0.0434045621130932,1890.6066697332153,1617.4566697332152
Ta75-V25,B2_MULTI_162_A_Ru75_Al25_B_HfZr,0.014000144,3.23816412,3.283818469,-0.87583034,5.375,0.079687323,1.6867,0.412334949,-16.188,0.0,0.75,0.25,0.0,B2_MULTI_162_A_Ru75_Al25_B_HfZr,0.375,0.25,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057672619,0.057672619,,0.0140001443968895,0.0001294969674992,,0.00011382535055,0.0140001443968895,-0.933502959,-8201.186769812934,4.8458293461967755e-05,0.933502959,19264.04939812119,2160.094110875484,0.0140001443968895,1880.091222937694,1606.941222937694,0.00019600404313375644,2.744084906246748e-06,4.044798715158825,1880.091233514372,1606.941233514372
Nb25-Ta75,B2_MULTI_162_A_Ru75_Al25_B_HfZr,-0.008465155,3.31173466,3.283818469,-0.87583034,5.375,0.079687323,1.6867,0.412334949,-16.188,0.0,0.75,0.0,0.25,B2_MULTI_162_A_Ru75_Al25_B_HfZr,0.375,0.25,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008017394,0.008017394,,-0.0084651553718081,0.0001275762651674,,0.00011382535055,-0.0084651553718081,-0.883847734,-7764.946294733642,4.8458293461967755e-05,0.883847734,18239.349156892687,2045.1936083515313,0.0084651553718081,1875.8905009153693,1602.7405009153695,7.165885546885153e-05,6.066033453097688e-07,1.4787738145399738,1875.8905492517556,1602.7405492517555
Ta50-V50,B2_MULTI_164_A_Ru75_Al25_B_HfAl,0.000577923,3.15902895,3.160855152,-0.932800309,5.125,0.064725798,1.755247525,0.365593493,-16.91206744,0.0,0.5,0.5,0.0,B2_MULTI_164_A_Ru75_Al25_B_HfAl,0.375,0.25,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072084764,0.072084764,,0.0005779226234296,0.0001299950636631,,9.325639537147706e-05,0.0005779226234296,-1.004885073,-10775.508414164477,5.9730802546012426e-05,1.004885073,16823.565566960315,1886.4406000050444,0.0005779226234296,1874.8821475364525,1601.7321475364524,3.339945586717512e-07,1.930230115587899e-10,0.005591663671594989,1874.8822499620192,1601.732249962019
Mo25-Ta75,B2_TERN_SOL_079_Ru_Hf75_Nb25,-0.013324094,3.26436851,3.221161604,-0.990479496,6.125,0.077231013,1.786,0.423797121,-13.1472,0.25,0.75,0.0,0.0,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.5,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.066412535,-0.066412535,,-0.0133240938645034,0.0001190275801557,,8.39599492769963e-05,-0.0133240938645034,-0.924066961,-11006.044774412218,4.8458293461967755e-05,0.924066961,19069.325289493514,2138.2595322986067,0.0133240938645034,1871.7776550085387,1598.6276550085386,0.00017753147731009713,2.3654460675836897e-06,3.6635932598293377,1871.777669754585,1598.627669754585
Nb75-Ta25,B2_PENALTY_110_Ru75Al25_Hf,-0.016502158,3.31909493,3.264770933,-0.95574225,5.375,0.076510467,1.6792,0.418974176,-15.048,0.0,0.25,0.0,0.75,B2_PENALTY_110_Ru75Al25_Hf,0.375,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005091276,-0.005091276,,-0.016502157890333,0.0001239777782356,,8.39599492769963e-05,-0.016502157890333,-0.950650974,-11322.672085754384,4.8458293461967755e-05,0.950650974,19617.921022045764,2199.7740346053292,0.016502157890333,1869.7308767986692,1596.5808767986691,0.00027232121503747975,4.4938876874358164e-06,5.619702956547772,1869.7308696109371,1596.580869610937
Nb75-V25,B2_PENALTY_156_Ru75Si25_Zr,0.011402991,3.24817106,3.285422312,-0.857108746,5.5,0.109630837,1.729,0.409156449,-12.2208,0.0,0.0,0.25,0.75,B2_PENALTY_156_Ru75Si25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.046009832,0.046009832,,0.0114029906298245,0.0001259145851556,,8.39599492769963e-05,0.0114029906298245,-0.903118578,-10756.540300190964,4.8458293461967755e-05,0.903118578,18637.028122106858,2089.7856862176714,0.0114029906298245,1861.7258736211813,1588.5758736211815,0.00013002819530386533,1.4827102926629666e-06,2.683301165071306,1861.725900985331,1588.575900985331
Nb75-Mo25,B2_MULTI_162_A_Ru75_Al25_B_HfZr,0.002623972,3.27521311,3.283818469,-0.87583034,5.375,0.079687323,1.6867,0.412334949,-16.188,0.25,0.0,0.0,0.75,B2_MULTI_162_A_Ru75_Al25_B_HfZr,0.375,0.25,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051633618,-0.051633618,,0.0026239724253048,0.0001273198770364,,0.00011382535055,0.0026239724253048,-0.824196722,-7240.888940973982,4.8458293461967755e-05,0.824196722,17008.37283192539,1907.163194535818,0.0026239724253048,1854.683746029722,1581.533746029722,6.885231288759954e-06,1.806665704355195e-08,0.14208571529997838,1854.6838332628256,1581.5338332628257
Nb25-V75,B2_TERN_SOL_091_Ru_Ti75_Mo25,0.002247415,3.07696301,3.083886002,-0.762838311,6.25,0.043312835,1.9444,0.316841664,-9.52,0.0,0.0,0.75,0.25,B2_TERN_SOL_091_Ru_Ti75_Mo25,0.5,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056214818,0.056214818,,0.0022474149217146,0.0001178668752869,,8.39599492769963e-05,0.0022474149217146,-0.819053129,-9755.283751992543,4.8458293461967755e-05,0.819053129,16902.228091107452,1895.2610952002758,0.0022474149217146,1850.3127967659839,1577.1627967659838,5.050873830345442e-06,1.1351409214016125e-08,0.10423135999020673,1850.3128863361449,1577.1628863361448
Mo75-V25,B2_TERN_SOL_089_Ru_Ti75_Nb25,-0.001700861,3.10818653,3.102904429,-0.903188944,6.125,0.045498955,1.8772,0.32330815,-9.1648,0.75,0.0,0.25,0.0,B2_TERN_SOL_089_Ru_Ti75_Nb25,0.5,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.089033116,-0.089033116,,-0.0017008609388809,0.0001167288482161,,8.39599492769963e-05,-0.0017008609388809,-0.8141558280000001,-9696.95473866926,4.8458293461967755e-05,0.8141558280000001,16801.165906492068,1883.928907179558,0.0017008609388809,1849.9116884019402,1576.7616884019403,2.8929279334108164e-06,4.920468120935902e-09,0.05969933579442528,1849.9117817014708,1576.7617817014707
Nb25-Ta75,B2_PENALTY_156_Ru75Si25_Zr,-0.007976875,3.31173466,3.285422312,-0.857108746,5.5,0.109630837,1.729,0.409156449,-12.2208,0.0,0.75,0.0,0.25,B2_PENALTY_156_Ru75Si25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.008017394,0.008017394,,-0.0079768749210231,0.0001243947670935,,8.39599492769963e-05,-0.0079768749210231,-0.86512614,-10304.033619003518,4.8458293461967755e-05,0.86512614,17853.004680798134,2001.872476312568,0.0079768749210231,1842.334977892106,1569.184977892106,6.363053350564729e-05,5.075728069325179e-07,1.3130989343565596,1842.3350276764122,1569.1850276764121
Nb50-V50,B2_MULTI_164_A_Ru75_Al25_B_HfAl,-0.001759199,3.16642062,3.160855152,-0.932800309,5.125,0.064725798,1.755247525,0.365593493,-16.91206744,0.0,0.0,0.5,0.5,B2_MULTI_164_A_Ru75_Al25_B_HfAl,0.375,0.25,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066743061,0.066743061,,-0.0017591988086337,0.0001298282648587,,9.325639537147706e-05,-0.0017591988086337,-0.99954337,-10718.22866430151,5.9730802546012426e-05,0.99954337,16734.135946524773,1876.4127812194736,0.0017591988086337,1841.2288050467996,1568.0788050467995,3.094780448298229e-06,5.4443340776291125e-09,0.05181213572200419,1841.228897453113,1568.0788974531129
Nb75-Mo25,B2_TERN_SOL_079_Ru_Hf75_Nb25,-0.016640514,3.27521311,3.221161604,-0.990479496,6.125,0.077231013,1.786,0.423797121,-13.1472,0.25,0.0,0.0,0.75,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.5,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.051633618,-0.051633618,,-0.0166405136340169,0.0001189814149825,,8.39599492769963e-05,-0.0166405136340169,-0.938845878,-11182.068189472202,4.8458293461967755e-05,0.938845878,19374.307490560896,2172.4574437985507,0.0166405136340169,1839.6471711182126,1566.4971711182125,0.00027690669400390236,4.607869616922483e-06,5.714330287368274,1839.6471612735133,1566.4971612735135
Ta75-V25,B2_TERN_SOL_085_Ru_Hf75_W25,-0.011576386,3.23816412,3.200893611,-0.836868509,6.25,0.078536263,1.8772,0.454612098,-12.84,0.0,0.75,0.25,0.0,B2_TERN_SOL_085_Ru_Hf75_W25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.057672619,0.057672619,,-0.0115763860356666,0.000120969451364,,8.39599492769963e-05,-0.0115763860356666,-0.894541128,-10654.379090306218,4.8458293461967755e-05,0.894541128,18460.021269673394,2069.937758524783,0.0115763860356666,1838.410037811451,1565.2600378114512,0.00013401271364677663,1.5513829068623318e-06,2.7655268907056296,1838.4100626621369,1565.260062662137
Mo75-Ta25,B2_MULTI_160_A_Ru75_Al25_B_HfTi,0.000192404,3.18583421,3.186447237,-0.900034303,5.375,0.065459775,1.7392,0.375280375,-13.148,0.75,0.25,0.0,0.0,B2_MULTI_160_A_Ru75_Al25_B_HfTi,0.375,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10728083,-0.10728083,,0.0001924042448842,0.0001266532182868,,0.00011382535055,0.0001924042448842,-0.792753473,-6964.64776229044,4.8458293461967755e-05,0.792753473,16359.50043561044,1834.4045853242842,0.0001924042448842,1830.5565004266002,1557.4065004266004,3.70193934494592e-08,7.122688442714296e-12,0.0007639433996682875,1830.5566029834508,1557.4066029834507
Ta75-V25,B2_PENALTY_156_Ru75Si25_Zr,0.014488408,3.23816412,3.285422312,-0.857108746,5.5,0.109630837,1.729,0.409156449,-12.2208,0.0,0.75,0.25,0.0,B2_PENALTY_156_Ru75Si25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.057672619,0.057672619,,0.014488408329561,0.0001263023127478,,8.39599492769963e-05,0.014488408329561,-0.914781365,-10895.449233562553,4.8458293461967755e-05,0.914781365,18877.704922026638,2116.772978836521,0.014488408329561,1827.0048122453009,1553.8548122453008,0.00020991397592409256,3.0413193972698896e-06,4.331848295252958,1827.0048164575442,1553.854816457544
Ta25-V75,B2_TERN_SOL_091_Ru_Ti75_Mo25,0.003253196,3.07386981,3.083886002,-0.762838311,6.25,0.043312835,1.9444,0.316841664,-9.52,0.0,0.25,0.75,0.0,B2_TERN_SOL_091_Ru_Ti75_Mo25,0.5,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054791781,0.054791781,,0.0032531955815722,0.0001178219665247,,8.39599492769963e-05,0.0032531955815722,-0.817630092,-9738.334754139943,4.8458293461967755e-05,0.817630092,16872.861869180615,1891.9682359611893,0.0032531955815722,1826.9043243297454,1553.7543243297455,1.0583281491960885e-05,3.4429484588181994e-08,0.218399797761494,1826.9044056668026,1553.7544056668025
Ta75-V25,B2_TERN_SOL_081_Ru_Hf75_Mo25,-0.011815669,3.23816412,3.200127757,-0.833822359,6.25,0.078536263,1.8532,0.433268693,-13.32,0.0,0.75,0.25,0.0,B2_TERN_SOL_081_Ru_Hf75_Mo25,0.5,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057672619,0.057672619,,-0.0118156690397588,0.0001205966165292,,8.39599492769963e-05,-0.0118156690397588,-0.891494978,-10618.098101260472,4.8458293461967755e-05,0.891494978,18397.159996971113,2062.889070984583,0.0118156690397588,1826.5756901894072,1553.4256901894073,0.00013961003485711464,1.6495859665008563e-06,2.8810349041013357,1826.57571272584,1553.4257127258402
Mo75-Ta25,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.011027756,3.18583421,3.221161604,-0.990479496,6.125,0.077231013,1.786,0.423797121,-13.1472,0.75,0.25,0.0,0.0,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.5,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.10728083,-0.10728083,,0.0110277562294659,0.0001191550039892,,8.39599492769963e-05,0.0110277562294659,-0.883198666,-10519.285368863157,4.8458293461967755e-05,0.883198666,18225.954793335302,2043.6916870658615,0.0110277562294659,1823.1365624765435,1549.9865624765434,0.00012161140745652398,1.3411009561527982e-06,2.5096097854120694,1823.136590226894,1549.986590226894
Ta75-V25,B2_MULTI_170_A_Ru75_Al25_B_ZrAl,-0.018088556,3.23816412,3.180115415,-0.885427863,5.125,0.069992928,1.762673267,0.356461963,-18.02960494,0.0,0.75,0.25,0.0,B2_MULTI_170_A_Ru75_Al25_B_ZrAl,0.375,0.0,0.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057672619,0.057672619,,-0.0180885561881343,0.0001283632599104,,9.325639537147706e-05,-0.0180885561881343,-0.943100482,-10112.984511606504,4.8458293461967755e-05,0.943100482,19462.106785501797,2182.3024528110045,0.0180885561881343,1820.5313290483186,1547.3813290483185,0.0003271958649712916,5.9185007880584115e-06,6.7521128293155765,1820.5313081779486,1547.3813081779485
Nb25-Mo75,B2_PENALTY_122_Ru75Si25_Hf,0.017809066,3.19107183,3.248412429,-1.009713639,5.5,0.103842692,1.714,0.423797121,-9.9408,0.75,0.0,0.0,0.25,B2_PENALTY_122_Ru75Si25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.070457653,-0.070457653,,0.0178090656623189,0.0001242210010552,,8.39599492769963e-05,0.0178090656623189,-0.9392559860000002,-11186.952756501263,4.8458293461967755e-05,0.9392559860000002,19382.770603285284,2173.406419768131,0.0178090656623189,1817.2251065217529,1544.0751065217528,0.0003171628197647861,5.6483734828372905e-06,6.54506787395866,1817.2250873824885,1544.0750873824886
Nb25-Mo75,B2_MULTI_170_A_Ru75_Al25_B_ZrAl,-0.003439364,3.19107183,3.180115415,-0.885427863,5.125,0.069992928,1.762673267,0.356461963,-18.02960494,0.75,0.0,0.0,0.25,B2_MULTI_170_A_Ru75_Al25_B_ZrAl,0.375,0.0,0.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070457653,-0.070457653,,-0.0034393636785979,0.0001262102390793,,9.325639537147706e-05,-0.0034393636785979,-0.81497021,-8739.027567531983,4.8458293461967755e-05,0.81497021,16817.971739752356,1885.8133594410565,0.0034393636785979,1817.0260858690986,1543.8760858690985,1.182922251365848e-05,4.068499825952953e-08,0.2441114135177415,1817.0261653675432,1543.8761653675433
Nb50-V50,B2_TERN_SOL_087_Ru_Hf75_V25,0.004535063,3.16642062,3.180813173,-0.946727169,6.125,0.081395156,1.7896,0.422326698,-11.88,0.0,0.0,0.5,0.5,B2_TERN_SOL_087_Ru_Hf75_V25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.066743061,0.066743061,,0.0045350631375428,0.0001225682457332,,8.39599492769963e-05,0.0045350631375428,-1.01347023,-12070.877111376183,5.9730802546012426e-05,1.01347023,16967.296383123157,1902.5572576780132,0.0045350631375428,1811.8559949271573,1538.7059949271575,2.0566797661499545e-05,9.327172593196804e-08,0.34432481709343055,1811.8560666101644,1538.7060666101643
Mo25-Ta75,B2_PENALTY_118_Ru75Cu25_Hf,-0.008647373,3.26436851,3.236261822,-0.923389889,6.375,0.088438935,1.714,0.423797121,-13.5888,0.25,0.75,0.0,0.0,B2_PENALTY_118_Ru75Cu25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,-0.066412535,-0.066412535,,-0.0086473731206164,0.0001173405638558,,8.39599492769963e-05,-0.0086473731206164,-0.856977354,-10206.977986286114,4.8458293461967755e-05,0.856977354,17684.843868317283,1983.0164625424127,0.0086473731206164,1810.0690001300848,1536.919000130085,7.477706188715902e-05,6.46625155001688e-07,1.5431220652837767,1810.069043480392,1536.9190434803922
Nb25-Ta75,B2_PENALTY_144_Ru75Al25_Zr,-0.002826291,3.31173466,3.302387941,-0.797935587,5.375,0.082563072,1.6942,0.405448344,-17.328,0.0,0.75,0.0,0.25,B2_PENALTY_144_Ru75Al25_Zr,0.375,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008017394,0.008017394,,-0.0028262914263448,0.0001244525342664,,8.39599492769963e-05,-0.0028262914263448,-0.805952981,-9599.255215615269,4.8458293461967755e-05,0.805952981,16631.88947486457,1864.9477980933118,0.0028262914263448,1808.4219695664158,1535.271969566416,7.987923226630124e-06,2.257619892972521e-08,0.16484119963694976,1808.4220527853904,1535.2720527853903
Ta75-V25,B2_MULTI_166_A_Ru75_Al25_B_TiZr,-0.009869588,3.23816412,3.206361714,-0.808063227,5.375,0.070305818,1.7467,0.366628027,-14.288,0.0,0.75,0.25,0.0,B2_MULTI_166_A_Ru75_Al25_B_TiZr,0.375,0.0,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057672619,0.057672619,,-0.0098695875597913,0.0001286356344608,,0.00011382535055,-0.0098695875597913,-0.865735846,-7605.826310367386,4.8458293461967755e-05,0.865735846,17865.586758218556,2003.2833152684254,0.0098695875597913,1805.8915640725995,1532.7415640725994,9.740875860038718e-05,9.613842720970949e-07,2.0101566035716454,1805.8915987952648,1532.741598795265
Nb75-V25,B2_MULTI_160_A_Ru75_Al25_B_HfTi,-0.019184921,3.24817106,3.186447237,-0.900034303,5.375,0.065459775,1.7392,0.375280375,-13.148,0.0,0.0,0.25,0.75,B2_MULTI_160_A_Ru75_Al25_B_HfTi,0.375,0.25,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046009832,0.046009832,,-0.019184921358514,0.0001282168917593,,0.00011382535055,-0.019184921358514,-0.946044135,-8311.36588140276,4.8458293461967755e-05,0.946044135,19522.852899112055,2189.11396577779,0.019184921358514,1805.41553860751,1532.2655386075098,0.00036806120753236666,7.0612253216281555e-06,7.595422398051174,1805.415509352748,1532.2655093527478
Nb25-Mo75,B2_MULTI_164_A_Ru75_Al25_B_HfAl,-0.009514177,3.19107183,3.160855152,-0.932800309,5.125,0.064725798,1.755247525,0.365593493,-16.91206744,0.75,0.0,0.0,0.25,B2_MULTI_164_A_Ru75_Al25_B_HfAl,0.375,0.25,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070457653,-0.070457653,,-0.0095141767484505,0.0001261781173629,,9.325639537147706e-05,-0.0095141767484505,-0.862342656,-9247.008235359608,4.8458293461967755e-05,0.862342656,17795.563863114687,1995.4315889665259,0.0095141767484505,1805.148053997516,1531.9980539975159,9.051955920075614e-05,8.612190854278226e-07,1.8679890011355837,1805.1480911179096,1531.9980911179096
Nb75-Mo25,B2_PENALTY_156_Ru75Si25_Zr,0.00311226,3.27521311,3.285422312,-0.857108746,5.5,0.109630837,1.729,0.409156449,-12.2208,0.25,0.0,0.0,0.75,B2_PENALTY_156_Ru75Si25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.051633618,-0.051633618,,0.003112260122172,0.0001241225304003,,8.39599492769963e-05,0.003112260122172,-0.805475128,-9593.563775778595,4.8458293461967755e-05,0.805475128,16622.028355830837,1863.8420624968549,0.003112260122172,1801.596860053415,1528.446860053415,9.686163068062071e-06,3.0145859053584775e-08,0.19988659063415445,1801.596940921893,1528.4469409218932
Nb75-Ta25,B2_MULTI_162_A_Ru75_Al25_B_HfZr,-0.01068512,3.31909493,3.283818469,-0.87583034,5.375,0.079687323,1.6867,0.412334949,-16.188,0.0,0.25,0.0,0.75,B2_MULTI_162_A_Ru75_Al25_B_HfZr,0.375,0.25,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005091276,-0.005091276,,-0.0106851199972856,0.0001271205703122,,0.00011382535055,-0.0106851199972856,-0.870739064,-7649.781527512113,4.8458293461967755e-05,0.870739064,17968.83467808034,2014.860591626289,0.0106851199972856,1801.1581916805771,1528.008191680577,0.0001141717893563926,1.2199392695778698e-06,2.356083576199392,1801.158220535953,1528.0082205359531
Mo75-V25,B2_PENALTY_127_Ru75Al25_Ti,-0.002735626,3.10818653,3.09969531,-0.88819063,5.375,0.04282596,1.7992,0.314533559,-11.248,0.75,0.0,0.25,0.0,B2_PENALTY_127_Ru75Al25_Ti,0.375,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.089033116,-0.089033116,,-0.0027356255221506,0.000121739023726,,8.39599492769963e-05,-0.0027356255221506,-0.799157514,-9518.31820864328,4.8458293461967755e-05,0.799157514,16491.656162576477,1849.2233184804422,0.0027356255221506,1794.5108080374303,1521.3608080374302,7.483646997441742e-06,2.0472455724967336e-08,0.15443480285403044,1794.5108910894226,1521.3608910894227
Mo75-V25,B2_PENALTY_139_Ru75Si25_Ti,-0.008444372,3.10818653,3.0820502,-0.93611645,5.5,0.071965596,1.834,0.30764265,-6.1408,0.75,0.0,0.25,0.0,B2_PENALTY_139_Ru75Si25_Ti,0.375,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.089033116,-0.089033116,,-0.0084443717227596,0.0001217221112586,,8.39599492769963e-05,-0.0084443717227596,-0.847083334,-10089.135847442532,4.8458293461967755e-05,0.847083334,17480.667879169723,1960.1220366288853,0.0084443717227596,1791.2346021736932,1518.0846021736934,7.130741379214192e-05,6.021463086494811e-07,1.4715213578065267,1791.2346458488328,1518.0846458488327
Nb75-Mo25,B2_PENALTY_118_Ru75Cu25_Hf,-0.011963891,3.27521311,3.236261822,-0.923389889,6.375,0.088438935,1.714,0.423797121,-13.5888,0.25,0.0,0.0,0.75,B2_PENALTY_118_Ru75Cu25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,-0.051633618,-0.051633618,,-0.0119638909484479,0.0001172975776434,,8.39599492769963e-05,-0.0119638909484479,-0.871756271,-10383.0014013461,4.8458293461967755e-05,0.871756271,17989.826069384664,2017.2143740423564,0.0119638909484479,1777.9365550733985,1504.7865550733986,0.0001431346866263536,1.7124477817379583e-06,2.9537706840355846,1777.9365738321758,1504.7865738321757
