BCC_Name,B2_Name,Misfit,a_BCC,a_B2,B2_Formation_Energy,B2_VEC,B2_delta_r,B2_chi_avg,B2_delta_chi,B2_Hmix,BCC_Mo,BCC_Ta,BCC_V,BCC_Nb,B2_Name.1,B2_Ru,B2_Hf,B2_Ti,B2_Zr,B2_Al,B2_Mo,B2_Nb,B2_Ta,B2_W,B2_V,B2_Cr,B2_Cu,B2_Si,BCC_formation_energy_per_atom_from_BCC,BCC_formation_energy_eV_per_atom_calc,DeltaE_B2_minus_BCC_eV_per_atom,lattice_misfit_delta,S_conf_eV_per_K,Ts_star_K_simple,S_conf_eV_per_K_fixed,lattice_misfit_delta_fixed,DeltaE_B2_minus_BCC_eV_per_atom_fixed,Ts_star_K_simple_fixed,DeltaS_Exact_eV_K,DeltaH_eV,Term_Thermo_Ratio,T_Base_K,Misfit_Abs,Ts_Target_K,Ts_Target_C,Misfit_Sq,Misfit_Cub,Strain_Energy_Term,Predicted_Solvus_K,Predicted_Solvus_C
Mo25-Ta75,B2_PENALTY_114_Ru75Cr25_Hf,-0.012001566,3.26436851,3.225424668,-0.878162691,5.75,0.088438935,1.6852,0.418297693,-10.488,0.25,0.75,0.0,0.0,B2_PENALTY_114_Ru75Cr25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,-0.066412535,-0.066412535,,-0.0120015664388249,0.0001216918638546,,8.39599492769963e-05,-0.0120015664388249,-0.811750156,-9668.30212488476,4.8458293461967755e-05,0.811750156,16751.521731509136,1878.362263957061,0.0120015664388249,1638.330935180563,1365.1809351805632,0.0001440375969855282,1.7286767899105018e-06,2.9724034152910352,1638.330945758562,1365.1809457585618
Mo50-Ta50,B2_TERN_SOL_079_Ru_Hf75_Nb25,-0.000194292,3.22178751,3.221161604,-0.990479496,6.125,0.077231013,1.786,0.423797121,-13.1472,0.5,0.5,0.0,0.0,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.5,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.117789084,-0.117789084,,-0.0001942917719588,0.0001202827410328,,8.39599492769963e-05,-0.0001942917719588,-0.872690412,-10394.127432364983,5.9730802546012426e-05,0.872690412,14610.391536724128,1638.2755288792403,0.0001942917719588,1634.3896934400643,1361.2396934400645,3.774929265089034e-08,7.33437695933279e-12,0.0006319903808727654,1634.3897848521726,1361.2397848521728
Nb75-V25,B2_PENALTY_144_Ru75Al25_Zr,0.01655336,3.24817106,3.302387941,-0.797935587,5.375,0.082563072,1.6942,0.405448344,-17.328,0.0,0.0,0.25,0.75,B2_PENALTY_144_Ru75Al25_Zr,0.375,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046009832,0.046009832,,0.0165533601000229,0.0001259955721034,,8.39599492769963e-05,0.0165533601000229,-0.843945419,-10051.761896802716,4.8458293461967755e-05,0.843945419,17415.912916173293,1952.861007998415,0.0165533601000229,1621.793805997957,1348.6438059979569,0.0002740137306010301,4.535847954989516e-06,5.654630219615315,1621.7937843891511,1348.6437843891513
Nb75-V25,B2_TERN_SOL_107_Ru_Zr75_V25,-0.01232613,3.24817106,3.208378924,-0.759667971,6.125,0.087712313,1.801,0.409156449,-14.16,0.0,0.0,0.25,0.75,B2_TERN_SOL_107_Ru_Zr75_V25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.046009832,0.046009832,,-0.0123261296198773,0.0001208546492762,,8.39599492769963e-05,-0.0123261296198773,-0.805677803,-9595.977724354618,4.8458293461967755e-05,0.805677803,16626.210818429503,1864.3110455565234,0.0123261296198773,1617.7884531589773,1344.6384531589774,0.00015193347140601653,1.8727516621484811e-06,3.1353450679244563,1617.7884603431128,1344.638460343113
Mo75-V25,B2_MULTI_164_A_Ru75_Al25_B_HfAl,0.016802767,3.10818653,3.160855152,-0.932800309,5.125,0.064725798,1.755247525,0.365593493,-16.91206744,0.75,0.0,0.25,0.0,B2_MULTI_164_A_Ru75_Al25_B_HfAl,0.375,0.25,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.089033116,-0.089033116,,0.0168027665699607,0.0001262572016338,,9.325639537147706e-05,0.0168027665699607,-0.843767193,-9047.821220613792,4.8458293461967755e-05,0.843767193,17412.234990533176,1952.4485990935548,0.0168027665699607,1616.3932676943407,1343.2432676943408,0.0002823329644045889,4.743974895895331e-06,5.826308444522019,1616.3932440668805,1343.2432440668804
Nb25-Mo75,B2_MULTI_166_A_Ru75_Al25_B_TiZr,0.004780006,3.19107183,3.206361714,-0.808063227,5.375,0.070305818,1.7467,0.366628027,-14.288,0.75,0.0,0.0,0.25,B2_MULTI_166_A_Ru75_Al25_B_TiZr,0.375,0.0,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070457653,-0.070457653,,0.0047800055740602,0.0001265283052339,,0.00011382535055,0.0047800055740602,-0.737605574,-6480.152008633403,4.8458293461967755e-05,0.737605574,15221.451712469116,1706.7942218984774,0.0047800055740602,1611.1941104172734,1338.0441104172733,2.2848453288046582e-05,1.0921573407551676e-07,0.47150759252343616,1611.194169031869,1338.044169031869
Nb75-Mo25,B2_TERN_SOL_099_Ru_Zr75_Nb25,-0.008134429,3.27521311,3.24867904,-0.818094975,6.125,0.083152864,1.7974,0.410773952,-15.4272,0.25,0.0,0.0,0.75,B2_TERN_SOL_099_Ru_Zr75_Nb25,0.5,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.051633618,-0.051633618,,-0.0081344293835391,0.0001189901515397,,8.39599492769963e-05,-0.0081344293835391,-0.766461357,-9128.892568423673,4.8458293461967755e-05,0.766461357,15816.928377833883,1773.565522751955,0.0081344293835391,1610.876935081173,1337.726935081173,6.61689413957843e-05,5.382465811675446e-07,1.3654822873140726,1610.8769706494174,1337.7269706494176
Ta75-V25,B2_TERN_SOL_105_Ru_Zr75_W25,-0.002701834,3.23816412,3.229426942,-0.661370427,6.25,0.084783177,1.8886,0.440140932,-15.12,0.0,0.75,0.25,0.0,B2_TERN_SOL_105_Ru_Zr75_W25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.057672619,0.057672619,,-0.0027018337789891,0.0001209684196908,,8.39599492769963e-05,-0.0027018337789891,-0.719043046,-8564.119585491537,4.8458293461967755e-05,0.719043046,14838.389770459773,1663.841163175756,0.0027018337789891,1609.804487595974,1336.654487595974,7.299905769286521e-06,1.9723131990895736e-08,0.15064306329763377,1609.804560398507,1336.6545603985069
Nb75-Mo25,B2_PENALTY_114_Ru75Cr25_Hf,-0.015318018,3.27521311,3.225424668,-0.878162691,5.75,0.088438935,1.6852,0.418297693,-10.488,0.25,0.0,0.0,0.75,B2_PENALTY_114_Ru75Cr25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,-0.051633618,-0.051633618,,-0.0153180176162093,0.0001216395581512,,8.39599492769963e-05,-0.0153180176162093,-0.826529073,-9844.325539944746,4.8458293461967755e-05,0.826529073,17056.503932576517,1912.5601754570048,0.0153180176162093,1606.199823132819,1333.0498231328188,0.00023464166369049845,3.5942451379077135e-06,4.842136338842716,1606.1998091198207,1333.0498091198206
Ta50-V50,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.019476739,3.15902895,3.221161604,-0.990479496,6.125,0.077231013,1.786,0.423797121,-13.1472,0.0,0.5,0.5,0.0,B2_TERN_SOL_079_Ru_Hf75_Nb25,0.5,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.072084764,0.072084764,,0.0194767392836085,0.0001226189655786,,8.39599492769963e-05,0.0194767392836085,-1.06256426,-12655.608646146788,5.9730802546012426e-05,1.06256426,17789.21786931416,1994.720007327958,0.0194767392836085,1605.185221655788,1332.035221655788,0.0003793433731216586,7.388371977255165e-06,6.350883580200334,1605.1851790353016,1332.0351790353016
Mo75-Ta25,B2_TERN_SOL_085_Ru_Hf75_W25,0.004715842,3.18583421,3.200893611,-0.836868509,6.25,0.078536263,1.8772,0.454612098,-12.84,0.75,0.25,0.0,0.0,B2_TERN_SOL_085_Ru_Hf75_W25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,-0.10728083,-0.10728083,,0.0047158424226202,0.0001190495717034,,8.39599492769963e-05,0.0047158424226202,-0.729587679,-8689.710811913217,4.8458293461967755e-05,0.729587679,15055.992006251998,1688.2410854524278,0.0047158424226202,1593.9242370000238,1320.7742370000237,2.2239169754984353e-05,1.048764201744073e-07,0.45893423325851646,1593.9242950750984,1320.7742950750985
Mo75-Ta25,B2_TERN_SOL_081_Ru_Hf75_Mo25,0.004476552,3.18583421,3.200127757,-0.833822359,6.25,0.078536263,1.8532,0.433268693,-13.32,0.75,0.25,0.0,0.0,B2_TERN_SOL_081_Ru_Hf75_Mo25,0.5,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10728083,-0.10728083,,0.0044765524987036,0.0001186645906825,,8.39599492769963e-05,0.0044765524987036,-0.726541529,-8653.429822867472,4.8458293461967755e-05,0.726541529,14993.130733549717,1681.1923979122278,0.0044765524987036,1591.6613479381558,1318.5113479381557,2.0039522273649444e-05,8.970797350693187e-08,0.4135416425544858,1591.6614075275613,1318.5114075275615
Nb75-Mo25,B2_PENALTY_152_Ru75Cu25_Zr,-0.000654623,3.27521311,3.273069781,-0.744916574,6.375,0.094607143,1.729,0.409156449,-15.8688,0.25,0.0,0.0,0.75,B2_PENALTY_152_Ru75Cu25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,-0.051633618,-0.051633618,,-0.0006546232151778,0.0001173000743325,,8.39599492769963e-05,-0.0006546232151778,-0.693282956,-8257.305560211296,4.8458293461967755e-05,0.693282956,14306.796762129472,1604.2331906801676,0.0006546232151778,1591.1407263766116,1317.9907263766117,4.2853155384972017e-07,2.8052670358624237e-10,0.00884330675379749,1591.1408121742838,1317.9908121742837
Ta75-V25,B2_PENALTY_144_Ru75Al25_Zr,0.019638654,3.23816412,3.302387941,-0.797935587,5.375,0.082563072,1.6942,0.405448344,-17.328,0.0,0.75,0.25,0.0,B2_PENALTY_144_Ru75Al25_Zr,0.375,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057672619,0.057672619,,0.0196386544747358,0.0001263888337755,,8.39599492769963e-05,0.0196386544747358,-0.855608206,-10190.6708301743,4.8458293461967755e-05,0.855608206,17656.589716093073,1979.8483006172648,0.0196386544747358,1587.0752111225488,1313.9252111225487,0.0003856767495780605,7.574172423902737e-06,7.958942051493351,1587.075166362823,1313.925166362823
Ta75-V25,B2_TERN_SOL_101_Ru_Zr75_Mo25,-0.003219576,3.23816412,3.227755359,-0.655458039,6.25,0.084783177,1.8646,0.418713315,-15.6,0.0,0.75,0.25,0.0,B2_TERN_SOL_101_Ru_Zr75_Mo25,0.5,0.0,0.0,0.375,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057672619,0.057672619,,-0.0032195764372895,0.0001205898025486,,8.39599492769963e-05,-0.0032195764372895,-0.713130658,-8493.70043861361,4.8458293461967755e-05,0.713130658,14716.37994350125,1650.1600983468966,0.0032195764372895,1585.7685696011065,1312.6185696011066,1.0365672435549749e-05,3.337307473015723e-08,0.21390915145794792,1585.7686374853456,1312.6186374853455
Nb75-V25,B2_PENALTY_148_Ru75Cr25_Zr,0.004250147,3.24817106,3.262005664,-0.675888976,5.75,0.094607143,1.7002,0.404526835,-12.768,0.0,0.0,0.25,0.75,B2_PENALTY_148_Ru75Cr25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.046009832,0.046009832,,0.00425014698879,0.0001234379397642,,8.39599492769963e-05,0.00425014698879,-0.721898808,-8598.132969546574,4.8458293461967755e-05,0.721898808,14897.322138811565,1670.4492993565668,0.00425014698879,1585.4463595807667,1312.2963595807669,1.8063749426320707e-05,7.677359023053404e-08,0.37276899650826434,1585.4464203717828,1312.296420371783
Mo75-Ta25,B2_PENALTY_118_Ru75Cu25_Hf,0.015704409,3.18583421,3.236261822,-0.923389889,6.375,0.088438935,1.714,0.423797121,-13.5888,0.75,0.25,0.0,0.0,B2_PENALTY_118_Ru75Cu25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,-0.10728083,-0.10728083,,0.0157044091987193,0.0001174591710079,,8.39599492769963e-05,0.0157044091987193,-0.816109059,-9720.218580737052,4.8458293461967755e-05,0.816109059,16841.47337215907,1888.4486173096673,0.0157044091987193,1574.3604333352812,1301.2104333352813,0.0002466284682808194,3.873154385935351e-06,5.0894996637548635,1574.3604148629033,1301.2104148629032
Nb75-Mo25,B2_PENALTY_144_Ru75Al25_Zr,0.00826284,3.27521311,3.302387941,-0.797935587,5.375,0.082563072,1.6942,0.405448344,-17.328,0.25,0.0,0.0,0.75,B2_PENALTY_144_Ru75Al25_Zr,0.375,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051633618,-0.051633618,,0.0082628395335313,0.0001241766116173,,8.39599492769963e-05,0.0082628395335313,-0.746301969,-8888.785372390344,4.8458293461967755e-05,0.746301969,15400.913149897267,1726.9173842775983,0.0082628395335313,1561.6605936069723,1288.5105936069722,6.827451715688775e-05,5.641413794966931e-07,1.4089335855475937,1561.660625500816,1288.5106255008159
Nb50-Mo50,B2_PENALTY_118_Ru75Cu25_Hf,0.001487184,3.23145248,3.236261822,-0.923389889,6.375,0.088438935,1.714,0.423797121,-13.5888,0.5,0.0,0.0,0.5,B2_PENALTY_118_Ru75Cu25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,-0.081133539,-0.081133539,,0.0014871844288213,0.000118454852633,,8.39599492769963e-05,0.0014871844288213,-0.84225635,-10031.644340580431,5.9730802546012426e-05,0.84225635,14100.871143514014,1581.1425773383523,0.0014871844288213,1551.3988887619264,1278.2488887619265,2.2117175253285364e-06,3.2892318646197783e-09,0.037028089880841365,1551.3989665887968,1278.248966588797
Ta75-V25,B2_PENALTY_148_Ru75Cr25_Zr,0.007335668,3.23816412,3.262005664,-0.675888976,5.75,0.094607143,1.7002,0.404526835,-12.768,0.0,0.75,0.25,0.0,B2_PENALTY_148_Ru75Cr25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.057672619,0.057672619,,0.0073356680801432,0.0001238227893458,,8.39599492769963e-05,0.0073356680801432,-0.733561595,-8737.041902918161,4.8458293461967755e-05,0.733561595,15137.998938731345,1697.4365919754166,0.0073356680801432,1550.7232303725525,1277.5732303725526,5.381202618203183e-05,3.9474716279136106e-07,1.1104812476375365,1550.723268010835,1277.573268010835
Ta50-V50,B2_TERN_SOL_093_Ru_Ti75_Ta25,-0.019249682,3.15902895,3.098798357,-0.958150623,6.125,0.045498955,1.8652,0.33501785,-8.56,0.0,0.5,0.5,0.0,B2_TERN_SOL_093_Ru_Ti75_Ta25,0.5,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.072084764,0.072084764,,-0.0192496820526274,0.0001204648657892,,8.39599492769963e-05,-0.0192496820526274,-1.030235387,-12270.557520242191,5.9730802546012426e-05,1.030235387,17247.97496578719,1934.0299839429588,0.0192496820526274,1549.0363428904107,1275.8863428904106,0.0003705502591272454,7.1329746727181685e-06,6.203671193632456,1549.0362986424343,1275.8862986424342
Mo75-V25,B2_TERN_SOL_097_Ru_Ti75_V25,-0.017260597,3.10818653,3.05499642,-0.905306641,6.125,0.045415458,1.8808,0.320355053,-8.08,0.75,0.0,0.25,0.0,B2_TERN_SOL_097_Ru_Ti75_V25,0.5,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,-0.089033116,-0.089033116,,-0.0172605974644966,0.0001166842461274,,8.39599492769963e-05,-0.0172605974644966,-0.816273525,-9722.177443283024,4.8458293461967755e-05,0.816273525,16844.867342277503,1888.8291860423258,0.0172605974644966,1543.6172367523936,1270.4672367523935,0.00029792822483138646,5.142419162126602e-06,6.148136955446314,1543.6172058521056,1270.4672058521055
Mo50-V50,B2_MULTI_168_A_Ru75_Al25_B_TiAl,0.002239125,3.06403346,3.070901903,-0.941385339,5.125,0.038098056,1.814653465,0.300496501,-15.04950495,0.5,0.0,0.5,0.0,B2_MULTI_168_A_Ru75_Al25_B_TiAl,0.375,0.0,0.25,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.096433256,-0.096433256,,0.0022391248134165,0.0001255444235654,,9.325639537147706e-05,0.0022391248134165,-0.844952083,-9060.526944390484,5.9730802546012426e-05,0.844952083,14146.002514349411,1586.2031960246181,0.0022391248134165,1541.420699756288,1268.2706997562882,5.013679930057475e-06,1.1226255137919993e-08,0.08393793011897484,1541.4207718548082,1268.2707718548081
Mo75-Ta25,B2_PENALTY_114_Ru75Cr25_Hf,0.012350291,3.18583421,3.225424668,-0.878162691,5.75,0.088438935,1.6852,0.418297693,-10.488,0.75,0.25,0.0,0.0,B2_PENALTY_114_Ru75Cr25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,-0.10728083,-0.10728083,,0.0123502914960596,0.0001218363062966,,8.39599492769963e-05,0.0123502914960596,-0.770881861,-9181.5427193357,4.8458293461967755e-05,0.770881861,15908.151235350924,1783.7944187243156,0.0123502914960596,1536.7885888031237,1263.6385888031236,0.0001525297000376421,1.883786257271413e-06,3.147649022294899,1536.7885912249253,1263.6385912249252
Nb25-Ta75,B2_TERN_SOL_099_Ru_Zr75_Nb25,-0.019223062,3.31173466,3.24867904,-0.818094975,6.125,0.083152864,1.7974,0.410773952,-15.4272,0.0,0.75,0.0,0.25,B2_TERN_SOL_099_Ru_Zr75_Nb25,0.5,0.0,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.008017394,0.008017394,,-0.0192230621065863,0.0001192786194837,,8.39599492769963e-05,-0.0192230621065863,-0.826112369,-9839.362411648595,4.8458293461967755e-05,0.826112369,17047.904702801185,1911.5959365676686,0.0192230621065863,1527.1346944359425,1253.9846944359424,0.0003695261167536742,7.10342349236154e-06,7.6256527078010885,1527.1346491278714,1253.9846491278713
Nb75-V25,B2_TERN_SOL_105_Ru_Zr75_W25,-0.005787367,3.24817106,3.229426942,-0.661370427,6.25,0.084783177,1.8886,0.440140932,-15.12,0.0,0.0,0.25,0.75,B2_TERN_SOL_105_Ru_Zr75_W25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.046009832,0.046009832,,-0.0057873668585833,0.0001205996532927,,8.39599492769963e-05,-0.0057873668585833,-0.707380259,-8425.210652119951,4.8458293461967755e-05,0.707380259,14597.712970539993,1636.853870556906,0.0057873668585833,1521.10653338524,1247.9565333852402,3.349361515582834e-05,1.9383983832698427e-07,0.6911843724359719,1521.1065799720736,1247.9565799720735
Mo25-Ta75,B2_PENALTY_152_Ru75Cu25_Zr,0.002661982,3.26436851,3.273069781,-0.744916574,6.375,0.094607143,1.729,0.409156449,-15.8688,0.25,0.75,0.0,0.0,B2_PENALTY_152_Ru75Cu25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,-0.066412535,-0.066412535,,0.0026619818383535,0.0001173430378454,,8.39599492769963e-05,0.0026619818383535,-0.678504039,-8081.282145151312,4.8458293461967755e-05,0.678504039,14001.81456106209,1570.0352791802236,0.0026619818383535,1516.7956424131537,1243.6456424131538,7.086147307723878e-06,1.8863195437058513e-08,0.1462318790339863,1516.7957102113444,1243.6457102113445
Mo50-Ta50,B2_PENALTY_122_Ru75Si25_Hf,0.008230014,3.22178751,3.248412429,-1.009713639,5.5,0.103842692,1.714,0.423797121,-9.9408,0.5,0.5,0.0,0.0,B2_PENALTY_122_Ru75Si25_Hf,0.375,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.117789084,-0.117789084,,0.0082300142966262,0.0001255752987253,,8.39599492769963e-05,0.0082300142966262,-0.8919245550000001,-10623.214552660207,5.9730802546012426e-05,0.8919245550000001,14932.405341664778,1674.3832084899843,0.0082300142966262,1509.7829225574603,1236.6329225574605,6.773313532267164e-05,5.574446720609047e-07,1.1339733008022919,1509.7829517327739,1236.632951732774
Nb25-Ta75,B2_PENALTY_152_Ru75Cu25_Zr,-0.011743668,3.31173466,3.273069781,-0.744916574,6.375,0.094607143,1.729,0.409156449,-15.8688,0.0,0.75,0.0,0.25,B2_PENALTY_152_Ru75Cu25_Zr,0.375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.008017394,0.008017394,,-0.0117436681214873,0.0001175940028741,,8.39599492769963e-05,-0.0117436681214873,-0.752933968,-8967.775403436219,4.8458293461967755e-05,0.752933968,15537.773087096772,1742.2636044958808,0.0117436681214873,1507.3902420661348,1234.2402420661347,0.00013791374094763705,1.6196132030818228e-06,2.846029669944484,1507.390246984194,1234.240246984194
Nb25-Mo75,B2_TERN_SOL_103_Ru_Zr75_Ta25,0.016603068,3.19107183,3.244496924,-0.863325979,6.125,0.083152864,1.7854,0.41776649,-14.64,0.75,0.0,0.0,0.25,B2_TERN_SOL_103_Ru_Zr75_Ta25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,-0.070457653,-0.070457653,,0.0166030683665041,0.0001191184584324,,8.39599492769963e-05,0.0166030683665041,-0.792868326,-9443.411207696305,4.8458293461967755e-05,0.792868326,16361.870576855512,1834.670351261633,0.0166030683665041,1502.608983931551,1229.4589839315508,0.00027566187918280914,4.576833026111173e-06,5.688641912228316,1502.60895521817,1229.45895521817
Nb75-V25,B2_TERN_SOL_101_Ru_Zr75_Mo25,-0.006305106,3.24817106,3.227755359,-0.655458039,6.25,0.084783177,1.8646,0.418713315,-15.6,0.0,0.0,0.25,0.75,B2_TERN_SOL_101_Ru_Zr75_Mo25,0.5,0.0,0.0,0.375,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046009832,0.046009832,,-0.0063051059197033,0.000120219451575,,8.39599492769963e-05,-0.0063051059197033,-0.701467871,-8354.791505242025,4.8458293461967755e-05,0.701467871,14475.703143581468,1623.1728057280466,0.0063051059197033,1497.0706873339805,1223.9206873339804,3.975436065867759e-05,2.5065545472304805e-07,0.8203830101833569,1497.070729002549,1223.9207290025488
Mo75-Ta25,B2_MULTI_166_A_Ru75_Al25_B_TiZr,0.006422677,3.18583421,3.206361714,-0.808063227,5.375,0.070305818,1.7467,0.366628027,-14.288,0.75,0.25,0.0,0.0,B2_MULTI_166_A_Ru75_Al25_B_TiZr,0.375,0.0,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10728083,-0.10728083,,0.0064226767277041,0.000126682380054,,0.00011382535055,0.0064226767277041,-0.700782397,-6156.646068857501,4.8458293461967755e-05,0.700782397,14461.55749479716,1621.58664219607,0.0064226767277041,1493.133107641988,1219.9831076419882,4.1250776348591845e-05,2.649404012538275e-07,0.8512634969485111,1493.1331482799803,1219.9831482799805
Nb25-Mo75,B2_TERN_SOL_107_Ru_Zr75_V25,0.005408931,3.19107183,3.208378924,-0.759667971,6.125,0.087712313,1.801,0.409156449,-14.16,0.75,0.0,0.0,0.25,B2_TERN_SOL_107_Ru_Zr75_V25,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,-0.070457653,-0.070457653,,0.0054089310677739,0.0001191650967617,,8.39599492769963e-05,0.0054089310677739,-0.6892103180000001,-8208.798646676087,4.8458293461967755e-05,0.6892103180000001,14222.752572599844,1594.8092448054254,0.0054089310677739,1486.6306234499473,1213.4806234499474,2.92565352959297e-05,1.5824658269757782e-07,0.6037467109503463,1486.6306706783807,1213.4806706783806
Nb50-Ta50,B2_PENALTY_110_Ru75Al25_Hf,-0.015850169,3.31693148,3.264770933,-0.95574225,5.375,0.076510467,1.6792,0.418974176,-15.048,0.0,0.5,0.0,0.5,B2_PENALTY_110_Ru75Al25_Hf,0.375,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002431439,0.002431439,,-0.0158501687639277,0.0001253096553898,,8.39599492769963e-05,-0.0158501687639277,-0.958173689,-11412.270936930216,5.9730802546012426e-05,0.958173689,16041.533817696323,1798.750720209182,0.0158501687639277,1481.747344930628,1208.597344930628,0.0002512278498449894,3.982003818241769e-06,4.206001579360349,1481.7473202021297,1208.5973202021296
Nb50-V50,B2_TERN_SOL_085_Ru_Hf75_W25,0.01082811,3.16642062,3.200893611,-0.836868509,6.25,0.078536263,1.8772,0.454612098,-12.84,0.0,0.0,0.5,0.5,B2_TERN_SOL_085_Ru_Hf75_W25,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.066743061,0.066743061,,0.0108281104872018,0.0001222933011564,,8.39599492769963e-05,0.0108281104872018,-0.90361157,-10762.41205218993,5.9730802546012426e-05,0.90361157,15128.066784368433,1696.3228911275708,0.0108281104872018,1479.7606813835348,1206.610681383535,0.0001172479767230496,1.2695740463580459e-06,1.9629399191937857,1479.760691019079,1206.6106910190792
Nb50-V50,B2_TERN_SOL_081_Ru_Hf75_Mo25,0.010588826,3.16642062,3.200127757,-0.833822359,6.25,0.078536263,1.8532,0.433268693,-13.32,0.0,0.0,0.5,0.5,B2_TERN_SOL_081_Ru_Hf75_Mo25,0.5,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066743061,0.066743061,,0.0105888261594844,0.0001219260924867,,8.39599492769963e-05,0.0105888261594844,-0.9005654200000001,-10726.131063144185,5.9730802546012426e-05,0.9005654200000001,15077.068808949412,1690.6044451200587,0.0105888261594844,1478.8279219303706,1205.6779219303708,0.00011212323943578116,1.1872534908237324e-06,1.8771426911501694,1478.827933155688,1205.6779331556882
